,File_Name,Labels_Matched,Labels_Present,STP_Match
0,Trade Finance_20210824112119_1.00_page_10.png,12,32,0
1,Trade Finance_20210824112119_1.00_page_19.png,2,32,0
2,Trade Finance_20210824112119_1.00_page_5.png,4,32,0
3,Trade Finance_20210824112119_1.00_page_6.png,12,32,0
